Status;Life expectancy ;Adult Mortality;infant deaths;Alcohol;percentage expenditure;Hepatitis B;Measles ; BMI ;Year;=COEF.DE.CORREL(B2:B2721,C2:C2721);
Developing;72,8;159;0;6,93;0;96;0;51,2;2012;;
Developing;72,7;16;0;7,02;0;96;0;5,3;2011;;
Developing;72,5;162;0;7;0;99;0;49,3;2010;;
Developing;72,3;165;0;6,85;0;99;0;48,4;2009;;
Developing;72,1;167;0;6,92;0;99;0;47,5;2008;;
Developing;71,9;17;0;5,89;0;99;0;46,6;2007;;
Developing;71,7;173;0;5,93;0;99;0;45,7;2006;;
Developing;71,4;177;0;6,04;0;99;0;44,7;2005;;
Developing;71,2;181;0;5,42;0;99;0;43,8;2004;;
Developing;71;184;0;5,1;0;31;0;42,9;2003;;
Developing;79;186;0;4,94;0;;0;42;2002;;
Developing;79;186;0;4,73;0;;0;41;2001;;
Developing;79;186;0;4,8;0;;0;4,1;2000;;
Developing;73,8;128;0;0,01;660,2777923;56;0;74,3;2014;;
Developing;73,6;131;0;0,01;698,3522786;6;0;73,8;2013;;
Developing;73,2;136;0;0,01;492,0552263;64;1;73,4;2012;;
Developing;73;139;0;2,15;558,7206486;58;0;72,9;2011;;
Developing;72,6;144;0;3,01;434,7940679;57;8;72,5;2010;;
Developing;76;172;0;2,88;42,12368374;44;0;72;2009;;
Developing;72,5;146;0;3,97;47,35260547;12;0;71,4;2008;;
Developing;72,2;149;0;3,85;47,73638191;46;0;7,9;2007;;
Developing;72;153;0;3,52;40,22855669;35;0;7,3;2006;;
Developing;71,6;16;0;3,63;287,4671305;41;0;69,7;2005;;
Developing;71,4;162;0;3,62;310,6117683;54;0;68,9;2004;;
Developing;79;169;0;4,17;24,99717134;83;0;68,2;2003;;
Developing;76;174;0;3,3;208,1688437;86;0;67,4;2002;;
Developing;75;175;0;3,43;199,4118322;89;0;66,5;2001;;
Developing;72;18;0;3;21,2543002;89;0;65,6;2000;;
Developing;67,3;191;0;0,01;225,7307751;95;0;3,1;2014;;
Developing;67,1;192;0;0,01;200,6600988;97;0;29,3;2013;;
Developing;66,9;194;0;0,01;8,198047581;96;0;28,5;2012;;
Developing;66,6;198;0;5,69;7,495401346;96;0;27,7;2011;;
Developing;66,2;24;0;5,58;63,04032682;98;0;26,9;2010;;
Developing;65,8;21;0;4,13;11,13608747;98;0;26,2;2009;;
Developing;65,4;215;0;4,36;62,8565863;99;0;25,4;2008;;
Developing;65,1;217;0;4,14;49,93698173;87;0;24,7;2007;;
Developing;64,7;22;0;5,46;47,08931143;75;0;24;2006;;
Developing;64,3;222;0;5,27;10,8139134;96;0;23,4;2005;;
Developing;63,8;224;0;5,78;9,013493879;7;0;22,8;2004;;
Developing;63,4;225;0;6,54;86,42744056;43;0;22,2;2003;;
Developing;63,1;226;0;5,8;50,80181435;;0;21,7;2002;;
Developing;62,8;225;0;5,02;3,841228575;;0;21,1;2001;;
Developing;62,6;224;0;5,07;0;;0;2,7;2000;;
Developing;74,4;88;7;0,09;2017,643131;98;154;67,3;2014;;
Developing;74,3;89;8;0,09;2047,113102;98;1164;66,4;2013;;
Developing;74,1;9;8;0,09;196,3808305;98;294;65,6;2012;;
Developing;73,9;92;8;0,09;173,5755595;98;362;64,7;2011;;
Developing;73,7;94;8;0,09;1197,946328;98;334;63,9;2010;;
Developing;73,4;97;8;0,09;117,9227998;98;82;63,1;2009;;
Developing;73,3;98;9;0,09;15,50666857;98;158;62,4;2008;;
Developing;73,2;99;9;0,1;1307,89002;96;4648;61,6;2007;;
Developing;73,2;1;9;0,08;1395,454965;96;807;6,9;2006;;
Developing;73,1;11;9;0,05;1117,048134;97;373;6,2;2005;;
Developing;73,1;12;9;0,06;816,4795082;96;1880;59,4;2004;;
Developing;73;13;9;0,05;832,3688708;95;1208;58,5;2003;;
Developing;72,9;15;10;0,05;688,0972667;97;311;57,7;2002;;
Developing;72,8;17;10;0,05;710,4952397;95;155;56,9;2001;;
Developing;72,6;11;10;0,05;782,1799815;93;0;56,2;2000;;
Developing;66,4;192;19;0,26;12,80528533;89;32;23,8;2014;;
Developing;66;196;20;0,26;11,8385319;92;17;23,2;2013;;
Developing;65,6;2;20;0,28;10,20659464;91;46;22,7;2012;;
Developing;64,9;26;20;0,32;1,431051664;92;18;22,2;2011;;
Developing;64,3;212;21;0,28;1,020071763;89;428;21,7;2010;;
Developing;63,5;219;21;0,3;1,177477677;86;999;21,2;2009;;
Developing;62,8;225;22;0,28;1,08833088;88;6;2,8;2008;;
Developing;62,1;23;22;0,32;8,309152927;94;11;2,3;2007;;
Developing;61,3;236;23;0,34;10,43022617;89;3;19,9;2006;;
Developing;65;242;23;0,33;96,03725103;84;0;19,5;2005;;
Developing;59,7;247;24;0,35;66,02236299;54;31;19,1;2004;;
Developing;59;251;25;0,33;62,21977893;;1519;18,7;2003;;
Developing;58,4;252;25;0,36;49,73511396;;18184;18,3;2002;;
Developing;57,9;251;26;0,34;6,064221202;;24789;17,9;2001;;
Developing;57,5;25;27;0,29;5,397368532;;5839;17,5;2000;;
Developing;75,4;123;1;9,09;8,617208431;92;37;59,4;2014;;
Developing;75,3;122;1;9,16;880,6403367;91;1;58,9;2013;;
Developing;74,9;126;1;9,38;742,5109709;97;0;58,3;2012;;
Developing;74,6;127;1;9,56;915,3190791;94;370;57,7;2011;;
Developing;74,4;128;1;9,65;774,4396617;89;20;57;2010;;
Developing;74,1;131;1;9,85;820,8109098;93;1;56,4;2009;;
Developing;74;132;1;9,54;96,33237912;93;2;55,8;2008;;
Developing;73,8;132;1;9,3;772,8700353;99;201;55,1;2007;;
Developing;73,6;133;1;8,58;541,8243468;93;2;54,5;2006;;
Developing;73;135;1;9,6;503,1115947;65;2;53,9;2005;;
Developing;73;134;1;7,42;462,7076756;89;11;53,3;2004;;
Developing;73;134;1;7,25;389,7515212;;15;52,8;2003;;
Developing;72,9;133;1;6,95;292,6142378;;63;52,2;2002;;
Developing;73,1;135;1;7,53;222,5065705;;35;51,7;2001;;
Developing;72,6;141;1;7,38;11,85928108;;38;51,2;2000;;
Developing;73;17;0;0,01;151,1045552;99;0;36,2;2014;;
Developing;72,9;172;0;0,01;1521,672751;99;0;35,5;2013;;
Developing;72,7;174;0;0,01;177,2633961;99;0;34,8;2012;;
Developing;72,6;177;0;9,72;1121,475547;99;0;34,2;2011;;
Developing;72,4;18;0;6,51;16,49232317;99;0;33,5;2010;;
Developing;72,3;182;0;4,94;75,2256582;99;0;32,4;2009;;
Developing;72,2;184;0;6,33;701,8526364;99;0;31,8;2008;;
Developing;72,2;185;0;8,12;916,4741775;99;1;31,2;2007;;
Developing;72,2;185;0;8,12;102,373909;99;10;3,7;2006;;
Developing;72,2;185;0;7,82;21,4653132;99;0;3,1;2005;;
Developing;72,1;186;0;7,91;12,94324581;99;0;29,2;2004;;
Developing;72,1;185;0;7,41;843,1186662;99;0;28,7;2003;;
Developing;72,1;186;0;11,15;562,3601848;99;0;28,1;2002;;
Developing;72;187;0;6,72;643,7035752;96;0;27,6;2001;;
Developing;71,8;188;0;8,24;601,7608115;98;0;27,1;2000;;
Developing;48,1;463;23;0,01;1,443286353;83;1006;23,8;2014;;
Developing;54;47;23;0,01;1,321464076;92;15;23,3;2013;;
Developing;49,7;411;25;0,01;54,56033696;91;678;22,7;2012;;
Developing;48,9;418;26;3,78;54,6659175;89;1865;22,2;2011;;
Developing;48,1;424;27;3,84;5,347717533;86;1089;21,7;2010;;
Developing;47,1;433;28;3,97;49,8371267;84;31;21,2;2009;;
Developing;46,2;441;29;3,91;5,379606465;77;44;2,7;2008;;
Developing;45,3;45;29;3,86;45,57108889;63;0;2,2;2007;;
Developing;44,3;464;30;3,8;38,00075788;;33;19,7;2006;;
Developing;43,3;48;30;3,83;42,08892911;;29;19,2;2005;;
Developing;42,3;496;30;3,99;38,52454761;;7;18,8;2004;;
Developing;41,5;57;30;4,07;38,61473209;;586;18,4;2003;;
Developing;48;513;30;4,06;36,59114895;;568;17,9;2002;;
Developing;41;519;30;4,21;33,34691455;;649;17,5;2001;;
Developing;39;533;29;3,97;20,39568283;;3575;17,2;2000;;
Developed;83,1;55;0;1,79;0;96;0;33,2;2015;;
Developed;82,9;56;0;1,83;7971,646361;96;0;32,9;2014;;
Developed;82,7;57;0;1,83;714,3441019;97;138;32,7;2013;;
Developed;82,5;59;0;1,89;6041,858981;97;42;32,4;2012;;
Developed;82,2;6;0;1,8;638,0001097;96;148;32,1;2011;;
Developed;82;61;0;1,84;4540,543752;96;50;31,8;2010;;
Developed;81,7;62;0;1,73;462,9306986;96;16;31,5;2009;;
Developed;81,4;64;0;1,7;3404,13099;97;18;31,2;2008;;
Developed;81,1;65;0;1,6;3082,973535;96;15;3,9;2007;;
Developed;87;66;0;1,55;2639,376955;95;23;3,5;2006;;
Developed;82;69;0;1,49;2356,731479;96;33;3,2;2005;;
Developed;79,7;71;0;1,45;204,2481892;94;96;29,9;2004;;
Developed;79,3;73;0;1,43;2263,068326;95;33;29,6;2003;;
Developed;79;74;0;2,16;142,0989818;95;211;29,2;2002;;
Developed;78,7;76;0;2,08;1003,366877;95;408;28,9;2001;;
Developed;78,3;78;0;2,03;1855,828806;97;141;28,5;2000;;
Developed;76,4;113;0;10,6;0;97;0;58,4;2014;;
Developed;76,1;114;0;9,89;0;98;0;57,8;2013;;
Developed;75,8;118;0;10,12;0;99;0;57,2;2012;;
Developed;75,6;122;0;10,24;0;99;0;56,5;2011;;
Developed;75,1;124;0;10,13;0;99;0;55,9;2010;;
Developed;75;131;0;10,63;0;99;0;55,3;2009;;
Developed;74,7;136;0;11,37;0;99;0;54,8;2008;;
Developed;74,4;14;0;10,58;0;99;0;54,2;2007;;
Developed;74,3;138;0;10,28;0;99;0;53,7;2006;;
Developed;74;141;0;10,81;0;99;0;53,1;2005;;
Developed;74,1;138;0;10,03;0;99;2;52,6;2004;;
Developed;73,8;144;0;9,85;0;99;1;52,1;2003;;
Developed;73,7;145;0;10,78;0;99;0;51,6;2002;;
Developed;73,3;145;0;10,73;0;99;0;51,1;2001;;
Developed;73;147;0;11,06;0;98;0;5,7;2000;;
Developed;87;76;0;10,46;31,13492794;;52;59,5;2014;;
Developed;85;78;0;9,53;259,7786785;;1;58,9;2013;;
Developed;82;81;0;10,95;3283,024864;;2;58,2;2012;;
Developed;79,8;84;0;10,61;3343,026219;;22;57,6;2011;;
Developed;79,5;87;0;10,32;3187,496219;;2;57;2010;;
Developed;79,1;9;0;10,52;3505,389434;;0;56,4;2009;;
Developed;78,9;96;0;10,94;392,9588536;;0;55,8;2008;;
Developed;78,3;12;0;11,02;3256,724028;;0;55,2;2007;;
Developed;78,1;17;0;12,26;2724,17807;;0;54,7;2006;;
Developed;77,5;14;0;11,14;2503,714258;;0;54,1;2005;;
Developed;77,2;113;0;10;235,3785281;;0;53,5;2004;;
Developed;76,5;119;0;11,58;203,3252124;;0;52,9;2003;;
Developed;76,6;117;0;9,29;1617,473418;;0;52,3;2002;;
Developed;76,2;124;0;10,8;196,3026243;;0;51,8;2001;;
Developed;76;122;0;11,9;161,4473853;;0;51,2;2000;;
Developing;68,8;183;0;0,01;3,718438799;88;0;49,7;2014;;
Developing;68,8;182;0;0,01;24,73328608;94;0;48,9;2013;;
Developing;68,7;184;0;0,01;247,9492284;99;0;48,1;2012;;
Developing;68,5;186;0;0,99;229,6687488;99;0;47,2;2011;;
Developing;68,3;188;0;1,1;29,5207994;9;0;46,4;2010;;
Developing;68,1;192;0;1,21;244,3976438;92;0;45,5;2009;;
Developing;68;193;0;1,09;19,74929219;89;0;44,7;2008;;
Developing;67,6;2;0;0,85;28,90135229;9;0;43,8;2007;;
Developing;67,6;2;0;0,99;240,4851202;99;0;43;2006;;
Developing;67,4;24;0;0,9;25,31155956;83;0;42,1;2005;;
Developing;67,1;29;0;1,18;195,5259417;81;0;41,3;2004;;
Developing;66,8;215;0;1,18;16,83170578;79;0;4,4;2003;;
Developing;66,5;22;0;1,08;156,2847968;75;0;39,6;2002;;
Developing;66,2;227;0;0,7;325,1114746;83;0;38,7;2001;;
Developing;65,8;235;0;0,71;4,24926073;81;0;37,9;2000;;
Developing;54,3;321;51;0,01;0;42;10229;23,8;2014;;
Developing;54,2;318;51;0,01;0;42;3173;23,3;2013;;
Developing;53,1;336;51;0,01;0;;9983;22,9;2012;;
Developing;53,1;329;51;0,01;0;;17298;22,4;2011;;
Developing;52,4;336;52;0,01;0;;115;22;2010;;
Developing;52,2;335;52;0,01;0;;13;21,5;2009;;
Developing;51,9;336;52;0,01;0;;1081;21,1;2008;;
Developing;51,5;34;52;0,01;0;;1149;2,7;2007;;
Developing;51,5;337;51;0,01;0;;7;2,2;2006;;
Developing;51,6;334;50;0,01;0;;0;19,8;2005;;
Developing;51,2;341;49;0,01;0;;12008;19,4;2004;;
Developing;51,1;344;48;0,01;0;;8257;19;2003;;
Developing;58;348;47;0,01;0;;9559;18,6;2002;;
Developing;57;352;46;0,01;0;;3571;18,2;2001;;
Developing;55;355;45;0,01;0;;3965;17,8;2000;;
Developing;62;347;42;7,38;922,0507313;8;66;5,3;2014;;
Developing;69;371;43;7,34;978,5905287;7;25;49,5;2013;;
Developing;59,2;48;43;7,38;1089,954838;68;32;48,7;2012;;
Developing;58,9;413;43;7,38;123,753335;76;92;47,9;2011;;
Developing;58;428;43;7,28;1038,885632;71;12499;47,2;2010;;
Developing;56,5;449;46;7,6;782,5987144;74;5857;46,4;2009;;
Developing;55,3;473;50;8,19;780,0336423;76;39;45,7;2008;;
Developing;54,5;486;51;8,48;805,490079;83;31;45;2007;;
Developing;54;496;54;8,5;732,1255305;83;81;44,3;2006;;
Developing;53,8;498;55;8,69;709,3170967;79;615;43,6;2005;;
Developing;53,7;497;55;6,96;622,043809;76;830;42,9;2004;;
Developing;54;485;55;6,93;519,1563781;71;244;42,2;2003;;
Developing;54,9;459;54;7,04;346,5316007;72;1043;41,6;2002;;
Developing;56;429;52;7,38;365,2585722;72;1166;4,9;2001;;
Developing;57,3;397;51;7,3;45,96380839;73;1459;4,1;2000;;
Developed;82,6;58;1;0,01;42,98847625;96;154;66;2014;;
Developed;82,4;6;1;9,25;423,680459;95;131;65,4;2013;;
Developed;82;61;1;9,35;4255,781693;96;1204;64,8;2012;;
Developed;82,1;63;1;9,62;4873,8188;97;3802;64,1;2011;;
Developed;81,9;64;1;9,78;578,7417172;97;302;63,5;2010;;
Developed;81,6;66;2;9,99;5047,254058;96;41;62,9;2009;;
Developed;81,3;7;2;10,24;5596,535203;97;297;62,3;2008;;
Developed;89;72;2;11,05;510,9327012;96;267;61,7;2007;;
Developed;88;73;2;11,86;4460,390006;97;362;61,1;2006;;
Developed;81;77;2;11,92;405,4475981;96;22;6,5;2005;;
Developed;81;79;2;11,96;3715,370095;97;26;59,9;2004;;
Developed;79,4;83;2;12,09;3205,019918;81;256;59,3;2003;;
Developed;79,5;83;2;12,26;228,3543024;82;67;58,8;2002;;
Developed;79,4;84;2;9,86;2044,169761;83;0;58,2;2001;;
Developed;79,1;86;2;11,12;1934,398154;77;152;57,6;2000;;
Developing;74,7;141;3;2,37;42,7308283;99;1686;22,7;2014;;
Developing;74,6;142;3;2,56;41,62053588;99;2107;21,9;2013;;
Developing;74,5;143;3;2,8;20,76877311;99;51;21,2;2012;;
Developing;74,5;141;3;3,03;20,83302367;99;60;2,5;2011;;
Developing;74,5;138;3;2,31;191,7267589;99;79;19,8;2010;;
Developing;71,8;183;4;2,05;13,39092189;97;21;19,2;2009;;
Developing;72,3;172;4;2,1;17,81424344;98;33;18,5;2008;;
Developing;73,7;146;4;2,29;127,6377505;98;44;17,9;2007;;
Developing;73,8;145;4;1,96;120,2471713;98;0;17,2;2006;;
Developing;74,2;138;4;1,97;97,76637062;99;3;16,6;2005;;
Developing;69,1;197;6;1,56;15,35342268;62;35;16,1;2004;;
Developing;73,9;146;5;1,69;72,4280894;32;65;15,6;2003;;
Developing;73,7;149;5;1,62;59,63595674;;139;15,1;2002;;
Developing;72,7;16;5;1,68;53,61278637;;309;14,6;2001;;
Developing;71,5;175;5;1,45;60,4909815;;16527;14,1;2000;;
Developing;71,4;178;0;6,32;1132,432517;85;0;57,7;2014;;
Developing;71,2;179;0;6,02;1122,972967;86;0;57;2013;;
Developing;71,3;178;0;5,73;1168,324095;84;0;56,3;2012;;
Developing;76;187;0;5,64;989,1263558;86;0;55,5;2011;;
Developing;73;19;0;5,26;99,08095375;86;0;54,8;2010;;
Developing;70;196;0;5,13;885,0739766;87;0;54,1;2009;;
Developing;69,8;196;0;4,94;815,4355995;84;0;53,3;2008;;
Developing;69,5;22;0;4,72;685,0299083;84;0;52,6;2007;;
Developing;69,3;199;0;4,52;72,800168;84;0;51,8;2006;;
Developing;68,9;25;0;4,47;418,9206608;83;0;51,1;2005;;
Developing;68,3;214;0;4,55;4,23257668;;0;5,4;2004;;
Developing;68;223;0;4,53;32,3662077;;0;49,7;2003;;
Developing;67,9;221;0;4,41;250,7112373;;0;49;2002;;
Developing;67,7;219;0;4,23;191,2135044;;0;48,3;2001;;
Developing;67,4;224;0;4,29;268,1837972;;0;47,6;2000;;
Developing;58,4;382;2;0,01;574,3895102;98;0;31,8;2014;;
Developing;57,6;393;2;0,01;708,9556648;98;0;31,2;2013;;
Developing;56,5;412;2;0,01;720,2333929;95;0;3,7;2012;;
Developing;55;438;2;5,2;735,7090978;91;0;3,2;2011;;
Developing;53,6;459;2;4,93;56,93670561;89;313;29,7;2010;;
Developing;52,6;46;3;4,9;47,6164523;88;26;29,3;2009;;
Developing;51,4;477;3;4,87;413,0063027;9;1;28,9;2008;;
Developing;50;51;3;5,55;43,3664999;92;0;28,5;2007;;
Developing;47,8;564;3;5,53;437,0802438;93;0;28,2;2006;;
Developing;46;63;3;5,08;372,1651473;95;0;27,8;2005;;
Developing;45,6;69;3;5,78;37,43857664;93;0;27,4;2004;;
Developing;45,9;6;3;5,65;2,819124474;9;350;27,1;2003;;
Developing;46,4;587;3;5,52;131,0421269;88;37;26,7;2002;;
Developing;47,1;568;3;6,72;143,6197316;86;49;26,3;2001;;
Developing;48,4;536;3;7,19;25,21683318;83;10;25,9;2000;;
Developed;82,3;54;0;7,3;1142,212403;67;26;59;2014;;
Developed;81,9;57;0;7,3;1212,666327;67;51;58,5;2013;;
Developed;81,7;57;0;7,4;10947,02327;53;30;58,1;2012;;
Developed;81,7;58;0;7,4;11477,6671;42;26;57,7;2011;;
Developed;81,5;58;0;7,2;778,2477467;;6;57,3;2010;;
Developed;81,4;62;0;7,3;682,1070608;;3;56,9;2009;;
Developed;81,1;62;0;6,9;8105,590882;;25;56,5;2008;;
Developed;89;63;0;6,9;7593,391622;;1;56,1;2007;;
Developed;88;64;0;6,5;6369,516139;;19;55,7;2006;;
Developed;85;66;0;6,5;599,0392403;;13;55,3;2005;;
Developed;83;7;0;6,6;5793,363644;;5;54,9;2004;;
Developed;82;69;0;6,9;5067,411418;;3;54,4;2003;;
Developed;79,9;71;0;6,9;3998,09987;;9;53,9;2002;;
Developed;79,8;73;0;6,6;3554,546434;;5;53,4;2001;;
Developed;79,6;73;0;6,2;3689,7273;;59;52,8;2000;;
Developed;83,2;51;0;9,61;19479,91161;;23;57;2014;;
Developed;83;52;0;9,73;19099,04506;;175;56,6;2013;;
Developed;82,7;54;0;9,86;18379,32974;;61;56,2;2012;;
Developed;82,6;55;0;9,99;18822,86732;;621;55,8;2011;;
Developed;82,3;57;0;10,01;2198,590865;;77;55,4;2010;;
Developed;82,1;6;0;10,15;14714,82588;;958;55;2009;;
Developed;82;6;0;10,29;2084,255535;;2022;54,6;2008;;
Developed;81,7;63;0;10,44;11892,33429;;1015;54,1;2007;;
Developed;81,5;65;0;10,24;10598,08187;;0;53,7;2006;;
Developed;81,1;66;0;10,15;10055,34981;;60;53,2;2005;;
Developed;81;69;0;10,55;9495,540576;;39;52,8;2004;;
Developed;85;72;0;10,82;842,2768087;;574;52,3;2003;;
Developed;84;74;0;10,85;6853,628494;;0;51,8;2002;;
Developed;82;75;0;11,12;6478,346135;;700;51,3;2001;;
Developed;79,7;78;0;11,26;5834,582046;;0;5,8;2000;;
Developing;64,4;294;7;0,01;0;47;594;56,2;2014;;
Developing;63,6;37;7;0,01;0;71;740;55,2;2013;;
Developing;62,8;32;7;0,01;0;43;13;54,2;2012;;
Developing;71,7;163;7;0,76;0;66;13;53,2;2011;;
Developing;73,7;127;7;0,78;0;84;26;52,3;2010;;
Developing;73,8;124;7;0,81;0;84;22;51,3;2009;;
Developing;73,8;122;8;0,8;0;83;19;5,4;2008;;
Developing;73,8;121;8;0,83;17,98136184;83;403;49,4;2007;;
Developing;73,7;123;8;0,97;122,6523334;83;517;48,5;2006;;
Developing;73,5;127;9;0,92;116,2585943;83;375;47,6;2005;;
Developing;73,2;131;9;0,93;10,21129783;82;189;46,8;2004;;
Developing;73;134;9;1,29;94,75639211;81;801;46;2003;;
Developing;72,8;135;9;1,25;91,70356833;8;538;45,3;2002;;
Developing;72,7;135;10;1,29;93,50075111;8;290;44,6;2001;;
Developing;72,6;136;10;1,41;81,7274712;79;146;43,9;2000;;
Developing;69,6;162;10;0,01;7,829008596;97;0;39,9;2014;;
Developing;69,3;163;10;0,01;1,0419164;96;1;39;2013;;
Developing;68,8;164;10;0,01;71,50892145;94;16;38,2;2012;;
Developing;68,1;166;10;0,32;51,9919227;96;1;37,4;2011;;
Developing;67,3;171;10;0,32;43,34099958;93;0;36,6;2010;;
Developing;66,7;174;10;0,3;35,71613793;93;0;35,9;2009;;
Developing;66,4;178;10;0,32;4,153362912;86;0;35,3;2008;;
Developing;66,1;181;10;0,35;2,272404904;84;2;34,7;2007;;
Developing;65,9;183;10;0,38;2,626234903;88;3;34,1;2006;;
Developing;65,5;194;10;0,37;19,83672308;81;0;33,5;2005;;
Developing;65,9;177;11;0,38;2,093721752;81;4;33;2004;;
Developing;65,2;182;11;0,36;13,25723997;58;2144;32,5;2003;;
Developing;64,3;193;12;0,6;10,68147485;39;927;32,1;2002;;
Developing;64;194;13;0,86;1,142003812;;38;31,6;2001;;
Developing;63,7;198;14;0,37;8,943006492;;192;31,3;2000;;
Developing;74,6;152;8;6,41;789,0772949;99;0;32,4;2014;;
Developing;74,5;153;9;6,5;788,6873403;99;2641;31,3;2013;;
Developing;74,3;154;9;6,56;801,0504655;98;5197;3,1;2012;;
Developing;74,1;155;10;6,07;748,4451054;98;3156;29;2011;;
Developing;73,9;158;10;5,95;71,6850913;98;2583;27,9;2010;;
Developing;73,7;16;11;5,88;547,2101411;98;6071;26,8;2009;;
Developing;73,5;162;11;5,92;609,9511632;98;7790;25,7;2008;;
Developing;73,3;165;12;6,2;520,7639087;96;3893;24,6;2007;;
Developing;73;168;13;6,18;433,9210918;96;3588;23,6;2006;;
Developing;72,5;177;13;6,26;321,1953005;96;3526;22,6;2005;;
Developing;71,6;189;14;6,17;301,3597791;96;4165;21,7;2004;;
Developing;71,7;189;15;6,14;282,8364612;96;4519;2,9;2003;;
Developing;71,4;192;16;5,93;27,63810304;95;10315;2,2;2002;;
Developing;71,2;194;17;5,92;176,0625201;95;7319;19,4;2001;;
Developing;71,1;194;18;5,88;0,27564826;95;4074;18,7;2000;;
Developing;75,5;12;0;1,13;0;97;116;59,7;2014;;
Developing;75,3;14;0;1,03;0;97;4;59,1;2013;;
Developing;75,1;15;0;1,23;0;98;7;58,5;2012;;
Developing;74,9;17;0;1,16;0;96;701;57,9;2011;;
Developing;74,7;18;0;1,47;0;9;217;57,4;2010;;
Developing;74,4;111;0;1,77;0;95;5;56,9;2009;;
Developing;74,2;111;0;1,72;0;97;27;56,4;2008;;
Developing;73,5;12;0;1,75;0;96;1;55,9;2007;;
Developing;73,7;122;0;1,74;0;89;3;55,4;2006;;
Developing;73,6;12;0;1,75;0;53;5;54,9;2005;;
Developing;73,5;12;0;2,07;0;;9;54,5;2004;;
Developing;73,2;126;0;2,4;0;;18;54,1;2003;;
Developing;72,8;128;0;2,53;0;;19;53,6;2002;;
Developing;73,1;126;0;3,27;0;;27;53,2;2001;;
Developing;72,6;125;0;2,86;0;;36;52,7;2000;;
Developing;68;155;2;0,01;28,14578503;77;47;17;2014;;
Developing;67,7;158;2;0,01;3,379874844;82;4;16,6;2013;;
Developing;67,4;159;2;0,01;30,17998548;83;16;16,2;2012;;
Developing;67,2;161;2;0,5;2,726570602;67;763;15,8;2011;;
Developing;66,9;163;2;0,1;38,58376645;72;50;15,5;2010;;
Developing;66,6;165;2;0,09;36,199487;72;10;15,1;2009;;
Developing;66,2;168;2;0,06;36,69198927;79;0;14,7;2008;;
Developing;65,8;173;2;0,05;11,75766897;;0;14,2;2007;;
Developing;64,9;186;2;0,04;28,12560496;;90;13,9;2006;;
Developing;63,7;26;3;0,36;7,127144699;;203;13,5;2005;;
Developing;62,3;229;3;0,38;8,415788935;;41;13,2;2004;;
Developing;61;25;3;0,44;46,3913277;;94;12,9;2003;;
Developing;62;261;3;0,48;5,649123424;;0;12,6;2002;;
Developing;59,4;269;3;0,5;6,556583478;;0;12,3;2001;;
Developing;58,7;276;3;0,5;49,06967155;;0;11,9;2000;;
Developing;59,7;285;13;0,01;4,877350139;87;577;23,7;2014;;
Developing;59,4;287;14;0,01;48,73047089;84;564;23,1;2013;;
Developing;58,9;294;14;0,01;41,60027954;84;238;22,6;2012;;
Developing;58,3;34;14;1,44;39,08258546;85;187;22;2011;;
Developing;57,4;323;14;1,21;41,96145465;83;120;21,4;2010;;
Developing;56,7;336;14;1,24;77,09551224;78;425;2,9;2009;;
Developing;56,2;344;14;1,33;69,35924758;24;187;2,4;2008;;
Developing;55,9;344;14;1,37;0,675682939;;8;19,8;2007;;
Developing;55,7;345;15;1,37;6,226048785;;26;19,3;2006;;
Developing;55;357;15;1,14;36,62174288;;38;18,9;2005;;
Developing;54,9;355;15;1,01;3,989928468;;61;18,4;2004;;
Developing;54,7;355;15;1,02;2,995959823;;295;17,9;2003;;
Developing;54,7;351;15;1;1,995182912;;363;17,5;2002;;
Developing;54,6;345;14;0,95;2,048574874;;1833;17,1;2001;;
Developing;54,6;339;14;1,1;2,02964427;;3578;16,6;2000;;
Developing;73,3;135;0;0,01;565,9672173;8;0;74,8;2014;;
Developing;73,2;137;0;0,01;584,9449886;82;0;74,3;2013;;
Developing;73;138;0;0,01;63,80294988;77;0;73,8;2012;;
Developing;72,9;14;0;0,96;7,033980828;82;0;73,3;2011;;
Developing;72,8;142;0;1,24;471,8307668;82;0;72,7;2010;;
Developing;72,5;147;0;1,08;4,783805563;84;0;72,1;2009;;
Developing;72,6;145;0;1,1;569,6255035;84;0;71,5;2008;;
Developing;72,5;146;0;2,05;568,8692813;87;0;7,8;2007;;
Developing;72,4;148;0;1,79;503,5881956;89;0;7,1;2006;;
Developing;72,3;15;0;1,57;689,9440223;89;0;69,4;2005;;
Developing;72,2;151;0;1,8;423,2953509;9;0;68,6;2004;;
Developing;72;153;0;1,79;45,85105771;85;0;67,8;2003;;
Developing;71,9;155;0;1,51;310,8203382;88;0;67;2002;;
Developing;71,8;157;0;1,35;330,1007394;91;4;66,2;2001;;
Developing;71,6;158;0;1,24;40,49128897;93;0;65,5;2000;;
Developing;71,1;171;0;6,94;1578,872339;92;0;46;2014;;
Developing;71;172;0;6,71;167,2657906;92;0;45;2013;;
Developing;78;174;0;6,7;1486,236406;92;0;44;2012;;
Developing;76;176;0;6,5;144,9850711;9;0;43;2011;;
Developing;74;179;0;6,5;1389,772683;9;0;42;2010;;
Developing;71;183;0;6,37;128,0896289;9;0;41,1;2009;;
Developing;69,9;185;0;6,41;1902,693048;9;0;4,2;2008;;
Developing;69,7;187;0;6,37;136,8836683;89;0;39,3;2007;;
Developing;69,6;188;0;6,35;103,3710689;89;0;38,4;2006;;
